world_id,object,authored_x,authored_y,authored_z,settled_x,settled_y,settled_z,position_delta_m,orientation_delta_deg,flagged
world2_dense_clutter,obj_apple,0.1,-0.685,0.805,0.10164575323451971,-0.6846876291173035,0.8049999901999945,0.0016751355997007334,2.7422489010849516,False
world2_dense_clutter,obj_banana,0.2841372787952423,-0.5210334062576294,0.7900002002716064,0.28413717406374367,-0.5210333877945943,0.7899999108734771,3.0831939242209596e-07,0.0003046716108933806,False
world2_dense_clutter,obj_bottle,-0.1394529938697815,-0.5127171874046326,0.875,-0.1394529938697815,-0.5127171874046326,0.8699991420638125,0.005000857936187542,0.0,False
world2_dense_clutter,obj_bowl,0.02,-0.7,0.82,0.01661786392555171,-0.7006369149457967,0.8199999902000055,0.003441584674878687,3.92796709252148,False
world2_dense_clutter,obj_cereal_box,0.335,-0.685,0.89,0.335,-0.685,0.8899994275235076,5.724764924330827e-07,0.0,False
world2_dense_clutter,obj_chopping_board,0.08,-0.3,0.78,0.08,-0.3,0.7799994251543364,5.748456636256449e-07,1.7075472925031877e-06,False
world2_dense_clutter,obj_cup,0.31,-0.375,0.81,0.31,-0.375,0.809999428698259,5.713017410258203e-07,0.0,False
world2_dense_clutter,obj_fork,-0.151025652885437,-0.23223073780536652,0.7739999890327454,-0.151025652885437,-0.23223073780536652,0.7739999891177962,8.505085524745937e-11,0.0,False
world2_dense_clutter,obj_jar,0.20880027115345,-0.699999988079071,0.8349999785423279,0.20880027115345,-0.699999988079071,0.8299991418778679,0.00500083666445994,0.0,False
world2_dense_clutter,obj_kettle,0.41,-0.36,0.85,0.41,-0.36,0.8499999999877066,1.2293388529371896e-11,0.0,False
world2_dense_clutter,obj_knife,0.08,-0.3,0.793,0.08,-0.3,0.7929992325309642,7.674690358783209e-07,1.7075472925031877e-06,False
world2_dense_clutter,obj_mug,0.04397289827466011,-0.5601000189781189,0.8199999928474426,0.04397289827466011,-0.5601000189781189,0.8199999929067006,5.92579318947628e-11,0.0,False
world2_dense_clutter,obj_plate,-0.20266464352607727,-0.3709290027618408,0.7774999737739563,-0.20266464352607727,-0.3709290027618408,0.7774999740238502,2.498938833639386e-10,0.0,False
world2_dense_clutter,obj_spoon,-0.16418863832950592,-0.32346346974372864,0.8050000071525574,-0.16418863786556215,-0.32346346864230235,0.7899992275868825,0.015000779565674964,9.035490975690204e-06,False
world2_dense_clutter,obj_tissue_box,-0.23499999940395355,-0.6850000023841858,0.8199999928474426,-0.23499999940395355,-0.6850000023841858,0.8199999928943302,4.6887604909784386e-11,0.0,False
world2_dense_clutter,obj_tomato,-0.045,-0.635,0.8,-0.045,-0.635,0.7999994206184077,5.793815923693657e-07,0.0,False
