world_id,scene_id,object_id_a,object_id_b,boundary_sharpness,minimum_boundary_distance,minimum_boundary_distance_is_metric,surface_normal_consistency,relative_height,depth_gradient,overlap_ratio,edge_continuity,occlusion_boundary_score,ground_truth_relation
world4_support_scene,world4_support_scene__v4,3,9,0.16899561882019043,1.0,False,0.9608110150775215,0.162062555184315,0.03298037871718407,0.009595782073813707,1.0,1.0,Separate
world4_support_scene,world4_support_scene__v4,3,13,0.21668806672096252,1.0,False,0.8641590145810296,-0.08774149543128684,0.036437105387449265,0.22191343729092686,1.0,0.3095512082853855,Separate
world4_support_scene,world4_support_scene__v4,4,5,0.2841889560222626,1.0,False,0.9368318816197075,-0.15907055342207999,0.042827192693948746,0.3063134228595734,1.0,0.7205308352849337,Separate
world4_support_scene,world4_support_scene__v4,5,10,0.26011812686920166,1.0,False,0.8456800398713192,0.2943723450258108,0.05137123912572861,0.10380622837370242,1.0,0.6277173913043479,Separate
world4_support_scene,world4_support_scene__v4,6,12,0.15488485991954803,1.0,False,0.8347956250550768,-0.023067858664636565,0.0576993003487587,0.06307222787385554,1.0,0.7877551020408163,Separate
world4_support_scene,world4_support_scene__v4,6,15,0.18499399721622467,1.0,False,0.38045793824265667,0.02151412613376913,0.056556232273578644,0.0,0.5714285714285714,1.0,Contact
world4_support_scene,world4_support_scene__v4,7,8,0.07022120803594589,1.0,False,0.9866759840431439,0.04710979529328263,0.02535543031990528,0.5113847583643123,1.0,0.08010335917312661,Support
world4_support_scene,world4_support_scene__v4,9,11,0.08392518013715744,1.0,False,0.7249906292684107,-0.04328279325084705,0.027123237028717995,0.1469005596211795,1.0,0.08550855085508546,Support
world4_support_scene,world4_support_scene__v4,10,14,0.18904462456703186,1.0,False,0.9003657843479316,-0.10964907411098967,0.044829532504081726,0.292852754454229,1.0,0.6970770593445528,Support
world4_support_scene,world4_support_scene__v4,12,15,0.13773229718208313,1.0,False,0.8241346257714633,0.044581984798405694,0.04486038535833359,0.28050369083803733,1.0,0.5118790496760259,Support
