world_id,scene_id,object_a,object_b,heuristic_label,gazebo_contact,boundary_sharpness,minimum_boundary_distance,minimum_boundary_distance_is_metric,surface_normal_consistency,relative_height,depth_gradient,overlap_ratio,edge_continuity,occlusion_boundary_score
world2_dense_clutter,world2_dense_clutter__v2,obj_jar,obj_apple,Separate,0,0.2208375185728073,0.0037065535754645,True,0.8891751281366385,0.0719354724164179,0.0587474480271339,0.1125329318780579,1.0,0.6666666666666667
world2_dense_clutter,world2_dense_clutter__v2,obj_bowl,obj_apple,Contact,1,0.1640339642763137,0.0037065535754645,True,0.9476024121921014,0.0197170967619889,0.0434781201183795,0.0317164179104477,1.0,0.8612716763005781
world2_dense_clutter,world2_dense_clutter__v2,obj_bowl,obj_tomato,Contact,0,0.1635070443153381,0.0037065535754645,True,0.979487814627316,0.040163743795458,0.0434595383703708,0.0215982721382289,1.0,0.8637770897832817
world2_dense_clutter,world2_dense_clutter__v2,obj_plate,obj_spoon,Separate,1,0.0651302486658096,0.0037065535754645,True,0.8222497031484282,-0.0294200219008292,0.0288177225738763,0.1736879265709578,1.0,0.1054054054054054
world2_dense_clutter,world2_dense_clutter__v2,obj_kettle,obj_cup,Separate,0,0.2102284729480743,0.0037065535754645,True,0.9870458682612449,0.0994913327415867,0.0338307842612266,0.1123316458114433,1.0,0.682737169517885
world2_dense_clutter,world2_dense_clutter__v2,obj_chopping_board,obj_knife,Support,1,0.0376134552061557,0.0037065535754645,True,0.9581388491909324,-0.0030481549881943,0.0174400713294744,0.096734693877551,0.503030303030303,0.1665351223362272
world2_dense_clutter,world2_dense_clutter__v3,obj_bottle,obj_tissue_box,Separate,0,,0.0031565259484189,True,0.973101640705156,0.040395710706351,,0.0908278737343657,1.0,0.571648690292758
world2_dense_clutter,world2_dense_clutter__v3,obj_mug,obj_bowl,Separate,0,,0.0031565259484189,True,0.7945496412278379,-0.0091495108223945,,0.1092598526113425,1.0,0.634020618556701
world2_dense_clutter,world2_dense_clutter__v3,obj_mug,obj_apple,Separate,0,0.1774858683347702,0.0031565259484189,True,0.9994872643245164,0.0213135485170341,0.0506189353764057,0.0256797583081571,1.0,0.8134110787172011
world2_dense_clutter,world2_dense_clutter__v3,obj_cereal_box,obj_banana,Contact,0,,0.0063130518968378,True,0.7409769234477613,0.1258534420807573,,0.0049995690026721,,0.6316507503410641
world2_dense_clutter,world2_dense_clutter__v3,obj_bowl,obj_apple,Contact,1,,0.0031565259484189,True,0.8121343773529601,0.0304630593394287,,0.0097997443544951,1.0,0.3357142857142856
world2_dense_clutter,world2_dense_clutter__v3,obj_bowl,obj_tomato,Contact,0,,0.0113537081405197,True,0.9126617124207428,0.0328024392412193,,0.0097132284921369,,1.0
world2_dense_clutter,world2_dense_clutter__v3,obj_plate,obj_spoon,Separate,1,0.0571448877453804,0.0031565259484189,True,0.9413369712387176,-0.0194348074761486,0.0249468460679054,0.3842077371489136,1.0,0.1486928104575163
world2_dense_clutter,world2_dense_clutter__v3,obj_chopping_board,obj_knife,Support,1,0.0372609049081802,0.0031565259484189,True,0.9919837553832987,-0.0034608515900573,0.0175600983202457,0.1155571189868965,1.0,0.0792982456140349
world2_dense_clutter,world2_dense_clutter__v4,obj_bottle,obj_mug,Separate,0,0.2832053005695343,0.0037178729639903,True,0.9681352751609268,0.0810762661942506,0.0626038014888763,0.0300532371629744,1.0,0.8
world2_dense_clutter,world2_dense_clutter__v4,obj_jar,obj_cereal_box,Separate,0,,0.0037178729639903,True,0.9821688260289876,-0.084083270646024,,0.0883624139587001,1.0,0.0800821355236139
world2_dense_clutter,world2_dense_clutter__v4,obj_jar,obj_apple,Separate,0,0.1658593267202377,0.0037178729639903,True,0.6908203321644577,0.0413995600450965,0.0478499755263328,0.0,1.0,0.768041237113402
world2_dense_clutter,world2_dense_clutter__v4,obj_bowl,obj_apple,Contact,1,0.1527819782495498,0.0037178729639903,True,0.8806212937589482,0.0277639525259093,0.0397227182984352,0.099815157116451,1.0,0.8642297650130548
world2_dense_clutter,world2_dense_clutter__v4,obj_bowl,obj_tomato,Contact,0,0.1443865746259689,0.0185778379444501,True,0.9420918990883598,0.0356743493605715,0.0367518700659275,0.0191582002902757,,1.0
world2_dense_clutter,world2_dense_clutter__v4,obj_plate,obj_spoon,Separate,1,0.0490456447005271,0.0037178729639903,True,0.9288636834992724,-0.0111082539615685,0.0142312124371528,0.1691123836793128,1.0,0.1864095500459137
world2_dense_clutter,world2_dense_clutter__v4,obj_spoon,obj_fork,Separate,0,0.0450626388192176,0.0185778379444501,True,0.7122234042837928,0.0152166403290472,0.0236247163265943,0.0919250180245133,,1.0
world2_dense_clutter,world2_dense_clutter__v4,obj_kettle,obj_cup,Separate,0,,0.0037178729639903,True,0.9704803216109684,0.082386207714539,,0.113198900091659,1.0,0.0805369127516779
world2_dense_clutter,world2_dense_clutter__v4,obj_chopping_board,obj_knife,Support,1,0.0373834632337093,0.0037178729639903,True,0.97332303077723,-0.0041038288427998,0.0178950186818838,0.1167434715821812,0.50814332247557,0.1765704584040746
world2_dense_clutter,world2_dense_clutter__v5,obj_bottle,obj_plate,Separate,0,,0.003104591684519,True,0.251518110540234,0.1068170488817314,,0.3297226325291318,0.6063829787234043,0.5529411764705883
world2_dense_clutter,world2_dense_clutter__v5,obj_bottle,obj_fork,Separate,0,,0.003104591684519,True,0.5470408851484563,0.1252986647198267,,0.0176111989162339,1.0,0.9424184261036468
world2_dense_clutter,world2_dense_clutter__v5,obj_mug,obj_bowl,Separate,0,0.2027365863323211,0.003104591684519,True,0.931573434044466,-0.0090630898997735,0.0420874394476413,0.0380482649286595,1.0,0.7676767676767677
world2_dense_clutter,world2_dense_clutter__v5,obj_mug,obj_chopping_board,Separate,0,0.120484173297882,0.0111669057874116,True,0.6749794561323283,0.0598389250010457,0.0407755933701992,0.0,,1.0
world2_dense_clutter,world2_dense_clutter__v5,obj_jar,obj_banana,Separate,0,0.1940353661775589,0.003104591684519,True,0.7571950125150357,0.0701342135812546,0.0421557202935218,0.0516562089595797,1.0,0.7357142857142858
world2_dense_clutter,world2_dense_clutter__v5,obj_cereal_box,obj_banana,Contact,0,,0.003104591684519,True,0.825266965496161,0.1622918159308516,,0.0111263736263736,1.0,0.9888475836431228
world2_dense_clutter,world2_dense_clutter__v5,obj_cereal_box,obj_kettle,Separate,0,,0.003104591684519,True,0.32851917494964,0.0523093995208091,,0.1224516523333478,1.0,0.7255230125523013
world2_dense_clutter,world2_dense_clutter__v5,obj_bowl,obj_apple,Contact,1,0.1505237370729446,0.003104591684519,True,0.9956449907844892,0.0195988321780787,0.0329926870763301,0.0080140734949179,1.0,0.8744186046511628
world2_dense_clutter,world2_dense_clutter__v5,obj_bowl,obj_tomato,Contact,0,0.1536824405193328,0.003104591684519,True,0.9999082457609058,0.03357809413939,0.0344990603625774,0.0554794520547945,1.0,0.7551963048498844
world2_dense_clutter,world2_dense_clutter__v5,obj_kettle,obj_cup,Separate,0,,0.0062091833690381,True,0.5250436408294683,0.0867589432250415,,0.0121951219512195,,0.6021897810218979
world2_dense_clutter,world2_dense_clutter__v5,obj_chopping_board,obj_knife,Support,1,0.057047463953495,0.003104591684519,True,0.9737578029469224,-0.0065113982309128,0.032973688095808,0.1231190150478796,1.0,0.0862470862470863
world2_dense_clutter,world2_dense_clutter__v6,obj_bowl,obj_apple,Contact,1,0.1456982344388961,0.0021164449251328,True,0.9930362903707076,0.0261362560261145,0.036330085247755,0.0413718018508437,1.0,0.4341736694677871
world2_dense_clutter,world2_dense_clutter__v6,obj_plate,obj_spoon,Separate,1,0.0501909330487251,0.0021164449251328,True,0.9643097266092396,-0.0286119330803306,0.013259207829833,0.3366193796585717,1.0,0.5492125984251969
world2_dense_clutter,world2_dense_clutter__v6,obj_chopping_board,obj_knife,Support,1,0.0301204640418291,0.0021164449251328,True,0.9924638448589024,-0.0030641095328469,0.0083444193005561,0.238430583501006,0.502970297029703,0.0209790209790209
world2_dense_clutter,world2_dense_clutter,obj_jar,obj_cereal_box,Separate,0,0.3983622193336487,0.0016034461542724,True,0.2723117983546592,-0.0642537335251711,0.0432208552956581,0.00336,1.0,0.1
world2_dense_clutter,world2_dense_clutter,obj_bowl,obj_apple,Contact,1,0.1289502382278442,0.0016034461542724,True,0.9991806407506696,0.0299385293541627,0.0264863837510347,0.0135440180586907,1.0,0.7664543524416136
world2_dense_clutter,world2_dense_clutter,obj_plate,obj_spoon,Separate,1,0.0463314577937126,0.0016034461542724,True,0.9957852919434064,-0.018150259872314,0.006004492752254,0.1692651941677493,1.0,0.5474683544303798
world2_dense_clutter,world2_dense_clutter,obj_kettle,obj_cup,Separate,0,0.1098397076129913,0.0016034461542724,True,0.0986743961482122,0.0264738093445732,0.0338676609098911,0.0617977528089887,1.0,0.2365591397849462
world2_dense_clutter,world2_dense_clutter,obj_chopping_board,obj_knife,Support,1,0.0319304913282394,0.0016034461542724,True,0.9989205479343328,-0.0030067799487749,0.0040017082355916,0.1159909909909909,0.5023474178403756,0.5322676139727649
world3_thin_objects,world3_thin_objects__v2,obj_plate,obj_ruler,Support,1,0.0335112772881984,0.0031927182239576,True,0.9982876333611524,0.0020995896442951,0.0150560261681675,0.0125260960334029,1.0,1.0
world3_thin_objects,world3_thin_objects__v2,obj_fork,obj_ruler,Support,1,0.0212185699492692,0.0031927182239576,True,0.9622259410786772,-0.0055142919312543,0.0188868548721075,0.0841584158415841,1.0,0.9466019417475728
world3_thin_objects,world3_thin_objects__v2,obj_bottle,obj_knife,Separate,0,0.2097686529159546,0.0031927182239576,True,0.4911779168352644,0.1221697442471699,0.056111205369234,0.0,1.0,0.8791423001949317
world3_thin_objects,world3_thin_objects__v2,obj_mug,obj_toothbrush,Contact,0,0.0871857404708862,0.0031927182239576,True,0.0693663779368165,0.1030022787774316,0.0263825803995132,0.0242624758753791,1.0,1.0
world3_thin_objects,world3_thin_objects__v2,obj_notebook,obj_pen,Contact,1,0.0250880997627973,0.0031927182239576,True,0.7132711593705274,-0.0089144492279495,0.0113597279414534,0.2165547520661157,1.0,0.0335097001763669
world3_thin_objects,world3_thin_objects__v2,obj_knife,obj_spoon,Support,1,0.0471396185457706,0.0031927182239576,True,0.9980686830848098,-0.0065287847231375,0.0284511931240558,0.6315651260504201,0.5230769230769231,0.0097560975609756
world3_thin_objects,world3_thin_objects__v2,obj_chopstick_a,obj_chopstick_b,Contact,0,0.0249105487018823,0.0031927182239576,True,0.5040706585238193,-0.0011254719372915,0.0249105487018823,0.7373646209386282,0.0612244897959183,0.0461538461538462
world3_thin_objects,world3_thin_objects__v3,obj_plate,obj_bottle,Separate,1,,0.0030403415262813,True,0.2891868360289565,-0.0967191136967287,,0.2867712340929269,0.5046728971962616,0.4018691588785047
world3_thin_objects,world3_thin_objects__v3,obj_plate,obj_toothbrush,Contact,0,0.1267812401056289,0.0030403415262813,True,0.5042166932948237,0.0028643175639339,0.0574812777340412,0.0038669760247486,1.0,0.8317757009345794
world3_thin_objects,world3_thin_objects__v3,obj_plate,obj_ruler,Support,1,0.1157102435827255,0.0030403415262813,True,0.98683868232475,-0.0009173406385727,0.0560293942689895,0.0179890780597494,0.8260869565217391,0.8968692449355433
world3_thin_objects,world3_thin_objects__v3,obj_fork,obj_ruler,Support,1,0.0329029448330402,0.0030403415262813,True,0.996320984955558,0.0036492611558364,0.031884130090475,0.0605726872246696,1.0,0.6518218623481782
world3_thin_objects,world3_thin_objects__v3,obj_mug,obj_toothbrush,Contact,0,,0.0030403415262813,True,0.5136268527696004,0.067576167489351,,0.0,1.0,0.9610389610389612
world3_thin_objects,world3_thin_objects__v3,obj_notebook,obj_pen,Contact,1,0.0313053354620933,0.0030403415262813,True,0.170886811982209,-0.0081243026454063,0.019355596974492,0.1977037887485648,1.0,0.0266106442577029
world3_thin_objects,world3_thin_objects__v3,obj_knife,obj_spoon,Support,1,0.031307578086853,0.0030403415262813,True,0.9820549724212236,-0.0055488438099691,0.0225306209176778,0.8085315028193185,0.5,0.0524017467248908
world3_thin_objects,world3_thin_objects__v3,obj_chopstick_a,obj_chopstick_b,Contact,0,0.0311042219400405,0.0121613661051254,True,0.999854345647338,-0.0028295848119662,0.0311042219400405,0.0,,0.011070110701107
world3_thin_objects,world3_thin_objects__v4,obj_plate,obj_toothbrush,Contact,0,0.0391672551631927,0.0031234939470667,True,0.6619136791494347,-0.0061251273017863,0.0161461289972066,0.0121041135784492,1.0,1.0
world3_thin_objects,world3_thin_objects__v4,obj_plate,obj_ruler,Support,1,0.0247338637709617,0.0031234939470667,True,0.9793736294615858,-0.0343218654256304,0.0143851703032851,0.0154577312659017,1.0,1.0
world3_thin_objects,world3_thin_objects__v4,obj_fork,obj_ruler,Support,1,0.0127654215320944,0.0031234939470667,True,0.9869016127652382,-0.0194113664663487,0.0104455966502428,0.101630351973183,1.0,0.7912457912457913
world3_thin_objects,world3_thin_objects__v4,obj_mug,obj_toothbrush,Contact,0,0.1200492680072784,0.0031234939470667,True,0.7701791267332551,0.0689987958612489,0.0488141663372516,0.0121912094963105,1.0,0.993993993993994
world3_thin_objects,world3_thin_objects__v4,obj_notebook,obj_pen,Contact,1,0.0346278324723243,0.0031234939470667,True,0.9034441996612996,-0.0099895459010489,0.0206149946898221,0.1628903857930189,1.0,0.0516332982086407
world3_thin_objects,world3_thin_objects__v4,obj_knife,obj_spoon,Support,1,0.024498488754034,0.0031234939470667,True,0.991734978574536,-0.0049032436302089,0.0165113322436809,0.6279282576866764,0.52,0.113871635610766
world3_thin_objects,world3_thin_objects__v4,obj_chopstick_a,obj_chopstick_b,Contact,0,0.0153910582885146,0.0131089914056703,True,0.99073219040736,-0.0037337617299205,0.0141632994636893,0.7370765443676005,,0.2631578947368421
world3_thin_objects,world3_thin_objects__v5,obj_plate,obj_bottle,Separate,1,,0.0028151370745592,True,0.1078325526376005,-0.0928889876475606,,0.0,1.0,0.6057068741893645
world3_thin_objects,world3_thin_objects__v5,obj_plate,obj_ruler,Support,1,0.0269256122410297,0.0028151370745592,True,0.9792810577391646,-0.0028128431284984,0.016639532521367,0.029585798816568,1.0,0.5128865979381443
world3_thin_objects,world3_thin_objects__v5,obj_fork,obj_ruler,Support,1,0.0162712149322032,0.0028151370745592,True,0.998124222908677,-0.0039647533623297,0.0147950993850827,0.1226309921962095,1.0,0.5859375
world3_thin_objects,world3_thin_objects__v5,obj_bottle,obj_knife,Separate,0,,0.0028151370745592,True,0.4202795783564175,0.1105687556819267,,0.0,1.0,0.939622641509434
world3_thin_objects,world3_thin_objects__v5,obj_bottle,obj_spoon,Separate,0,,0.0028151370745592,True,0.2742488192154816,0.1049337577523485,,0.0,1.0,1.0
world3_thin_objects,world3_thin_objects__v5,obj_mug,obj_toothbrush,Contact,0,0.0917370468378067,0.0028151370745592,True,0.3875391825872539,0.0891240656232625,0.0268109254539012,0.0044211108040895,1.0,0.8361266294227188
world3_thin_objects,world3_thin_objects__v5,obj_notebook,obj_pen,Contact,1,0.0416338741779327,0.0028151370745592,True,0.9828829685729048,-0.0074995711386381,0.0292823817580938,0.1490118577075098,1.0,0.1098484848484848
world3_thin_objects,world3_thin_objects__v5,obj_knife,obj_spoon,Support,1,0.0520363748073577,0.0028151370745592,True,0.9813533740044932,-0.0056349979295781,0.0381877087056636,0.5089964014394243,0.5180722891566265,0.5683060109289617
world3_thin_objects,world3_thin_objects__v5,obj_chopstick_a,obj_chopstick_b,Contact,0,0.0322670601308345,0.0039411918372648,True,0.696213636786565,-0.0014900478678848,0.0322670601308345,0.8176718092566619,0.1666666666666666,0.0136239782016349
world3_thin_objects,world3_thin_objects__v6,obj_plate,obj_bottle,Separate,1,0.1518721133470535,0.0018640133095593,True,0.878103088550296,-0.156781427373691,0.0213364660739898,0.0625884016973125,1.0,0.7442396313364055
world3_thin_objects,world3_thin_objects__v6,obj_plate,obj_ruler,Support,1,0.0484495908021926,0.0018640133095593,True,0.9805531025199756,-0.0084759961380248,0.0104795908555388,0.0073898244356861,1.0,1.0
world3_thin_objects,world3_thin_objects__v6,obj_fork,obj_ruler,Support,1,0.0126662347465753,0.0018640133095593,True,0.9873811853897588,-0.0024487190292011,0.0089557515457272,0.2157923201730665,1.0,0.3174603174603174
world3_thin_objects,world3_thin_objects__v6,obj_mug,obj_toothbrush,Contact,0,0.076356403529644,0.0018640133095593,True,0.999345776939634,0.1150417893603018,0.0256041605025529,0.0156162855549358,1.0,1.0
world3_thin_objects,world3_thin_objects__v6,obj_notebook,obj_pen,Contact,1,0.0185377094894647,0.0018640133095593,True,0.945235616895136,-0.0116156317732588,0.005890795495361,0.1756578947368421,1.0,0.1563717306622147
world3_thin_objects,world3_thin_objects__v6,obj_knife,obj_spoon,Support,1,0.0195746552199125,0.0018640133095593,True,0.9992536106024502,-0.0047425820529946,0.0096413325518369,0.2523711340206185,0.5164835164835165,0.0945454545454546
world3_thin_objects,world3_thin_objects__v6,obj_chopstick_a,obj_chopstick_b,Contact,0,0.0174772907048463,0.005219237177883,True,0.9798032105089708,-0.0034985822236864,0.0174772907048463,0.8116938950988822,,0.0363636363636363
world3_thin_objects,world3_thin_objects,obj_plate,obj_bottle,Separate,1,0.131309300661087,0.0086898772917058,True,0.9879388747101556,-0.1497139386467091,0.0124745462089777,0.0,,1.0
world3_thin_objects,world3_thin_objects,obj_plate,obj_ruler,Support,1,0.0189817436039447,0.0021724693229264,True,0.976674623683698,-0.0317936363088595,0.0025376137346029,0.0244755244755244,1.0,0.891970802919708
world3_thin_objects,world3_thin_objects,obj_fork,obj_ruler,Support,1,0.0083925547078251,0.0021724693229264,True,0.9965838909184648,-0.007882222130105,0.0035539572127163,0.0932835820895522,1.0,0.5343680709534369
world3_thin_objects,world3_thin_objects,obj_mug,obj_toothbrush,Contact,0,0.0806032344698906,0.0021724693229264,True,0.9179154473705876,0.1061761078508225,0.0312603451311588,0.0,1.0,0.8018575851393188
world3_thin_objects,world3_thin_objects,obj_notebook,obj_pen,Contact,1,0.0197169501334428,0.0021724693229264,True,0.9991819489855984,-0.0103392539187531,0.0036834198981523,0.1725168035847647,1.0,0.5458104933437744
world3_thin_objects,world3_thin_objects,obj_knife,obj_spoon,Support,1,0.0153617784380912,0.0021724693229264,True,0.9999459685088804,-0.0042034574856333,0.0068863872438669,0.7366785079928952,0.5342465753424658,0.6974789915966386
world3_thin_objects,world3_thin_objects,obj_chopstick_a,obj_chopstick_b,Contact,0,0.0173767060041427,0.0060829140006026,True,0.9980759608266982,-0.0038152855432421,0.0173767060041427,0.73904576436222,,0.2828947368421053
world4_support_scene,world4_support_scene__v3,obj_cereal_box,obj_tissue_box,Contact,1,,0.0033588431337884,True,0.9113172008261948,0.1542313638069724,,0.0515343853723868,1.0,0.8131962296486719
world4_support_scene,world4_support_scene__v3,obj_cereal_box,obj_plate,Separate,0,,0.0033588431337884,True,0.438143896839346,0.2220099583148437,,0.0236717517096265,1.0,0.9026629935720843
world4_support_scene,world4_support_scene__v3,obj_cereal_box,obj_sponge,Separate,0,,0.0033588431337884,True,0.8252763179750899,0.0964992837037038,,0.0085217510823998,1.0,0.8905109489051095
world4_support_scene,world4_support_scene__v3,obj_cereal_box,obj_container,Separate,0,,0.0033588431337884,True,0.9979472336500697,0.1449610804937053,,0.0134577426879598,1.0,0.8159509202453987
world4_support_scene,world4_support_scene__v3,obj_storage_box,obj_wooden_crate,Separate,0,,0.0033588431337884,True,0.9898519043927082,-0.0007172318633087,,0.0791022522169034,1.0,1.0
world4_support_scene,world4_support_scene__v3,obj_storage_box,obj_bottle,Separate,0,,0.0033588431337884,True,0.7053309467668301,-0.1422260518122743,,0.1082074721780604,1.0,0.7885375494071146
world4_support_scene,world4_support_scene__v3,obj_storage_box,obj_can,Separate,1,,0.0033588431337884,True,0.9060512175128684,-0.0939419414773613,,0.0921638468388245,1.0,0.5530085959885387
world4_support_scene,world4_support_scene__v3,obj_wooden_crate,obj_bottle,Separate,1,,0.0033588431337884,True,0.6834609975167039,-0.1415088199489655,,0.1476932424807951,1.0,0.8981406628940987
world4_support_scene,world4_support_scene__v3,obj_mug,obj_container,Contact,1,0.2197107225656509,0.0033588431337884,True,0.9850248778968214,0.0188280527698396,0.0594406649470329,0.0824039653035935,1.0,0.3642384105960264
world4_support_scene,world4_support_scene__v3,obj_bowl,obj_plate,Support,1,,0.0033588431337884,True,0.9142045417405996,0.0501678553505533,,0.3636363636363636,1.0,0.0413533834586465
world4_support_scene,world4_support_scene__v3,obj_plate,obj_notebook,Contact,0,0.1373780816793441,0.0033588431337884,True,0.9970709345042948,-0.0067209955487222,0.0498983711004257,0.0672329103561195,1.0,1.0
world4_support_scene,world4_support_scene__v3,obj_plate,obj_toy_cube,Separate,0,0.1524665355682373,0.0033588431337884,True,0.5934123598941083,-0.044498038179498,0.0626092702150344,0.0696472702763423,1.0,0.8024263431542461
world4_support_scene,world4_support_scene__v3,obj_notebook,obj_book,Contact,0,0.0886770263314247,0.0094047606144456,True,0.9732076874681947,-0.0346169714574193,0.0293911676853895,0.019563090968373,,1.0
world4_support_scene,world4_support_scene__v3,obj_notebook,obj_toy_cube,Support,1,0.1164515167474746,0.0033588431337884,True,0.646240557823252,-0.0377770426307757,0.0410918220877647,0.1592076302274394,1.0,0.190876350540216
world4_support_scene,world4_support_scene__v3,obj_notebook,obj_glass_jar,Separate,0,0.1751559376716613,0.0033588431337884,True,0.6921816583508722,-0.1163497076153308,0.042526189237833,0.1033206831119544,1.0,0.7493472584856398
world4_support_scene,world4_support_scene__v3,obj_book,obj_glass_jar,Support,1,0.1342241168022155,0.0033588431337884,True,0.8395042090120928,-0.0817327361579114,0.0321091301739215,0.2445808981282829,1.0,0.0721991701244813
world4_support_scene,world4_support_scene__v3,obj_sponge,obj_container,Support,1,0.258356899023056,0.0033588431337884,True,0.7914668094676407,0.0484617967900015,0.0738677084445953,0.2297211660329531,1.0,0.1329113924050633
world4_support_scene,world4_support_scene__v6,obj_cereal_box,obj_tissue_box,Contact,1,0.5595716834068298,0.0021844026711712,True,0.9792854227169911,0.1842419965841047,0.0621006079018116,0.192790024652542,1.0,0.6173421300659756
world4_support_scene,world4_support_scene__v6,obj_cereal_box,obj_notebook,Separate,0,0.4281412661075592,0.0021844026711712,True,0.9658825406414968,0.2885128757245683,0.0547001287341117,0.0145040666784176,1.0,1.0
