trial,condition,object_name,estimated_width_m,estimated_height_m,gt_width_m,gt_height_m,width_error_m,height_error_m,decision,gt_decision,correct,timestamp
1,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:07.233045
2,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:10.095551
3,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:13.542038
4,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:20.380920
5,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:27.411970
6,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:33.658974
7,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:36.518423
8,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:39.401989
9,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:45.004708
10,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:47.513105
11,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:50.270301
12,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:39:52.941600
13,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:40:04.490715
14,baseline,obj_bottle,0.2718,1.8301,0.06,0.2,0.2118,1.6301,SKIP,SKIP,True,2026-07-13T09:40:08.156173
