trial,condition,object_name,estimated_width_m,estimated_height_m,gt_width_m,gt_height_m,width_error_m,height_error_m,decision,gt_decision,correct,timestamp
1,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:16.370506
2,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:19.463820
3,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:26.024681
4,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:28.818376
5,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:31.966234
6,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:35.433188
7,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:46.247321
8,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:07:56.711897
9,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:02.533609
10,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:12.084268
11,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:15.244051
12,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:24.163526
13,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:26.896052
14,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:29.453213
15,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:32.507441
16,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:35.081229
17,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:37.907939
18,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:50.169002
19,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:52.623399
20,proposed,obj_mug,0.6215,0.7153,0.07,0.1,0.5515,0.6153,SKIP,GRASP,False,2026-07-13T10:08:55.351732
1,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:02.345459
2,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:12.398146
3,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:17.613878
4,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:25.257746
5,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:30.802411
6,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:33.595255
7,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:43.451932
8,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:50.251238
9,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:09:55.245612
10,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:01.052360
11,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:03.861345
12,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:07.491102
13,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:10.893602
14,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:17.539399
15,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:20.466088
16,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:23.586133
17,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:27.311609
18,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:30.949989
19,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:38.237974
20,proposed,obj_tissue_box,0.9665,1.1094,0.12,0.1,0.8465,1.0094,SKIP,SKIP,True,2026-07-13T10:10:41.149413
1,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:10:48.018524
2,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:10:50.823946
3,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:10:53.480350
5,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:09.785923
6,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:12.454374
7,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:18.031074
8,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:26.327099
9,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:29.270240
10,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:32.202499
11,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:34.963442
12,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:37.883122
13,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:40.851208
14,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:44.675934
15,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:50.125277
16,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:11:59.864569
17,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:12:05.820298
18,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:12:09.410946
19,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:12:18.912581
20,proposed,obj_jar,0.7911,1.3341,0.08,0.12,0.7111,1.2141,SKIP,SKIP,True,2026-07-13T10:12:22.326893
1,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:28.224574
2,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:35.626115
3,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:38.278567
4,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:40.931387
5,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:44.211894
6,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:46.629473
7,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:49.398369
8,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:53.179610
9,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:57.047955
10,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:12:59.954176
11,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:05.833506
12,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:08.954478
13,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:12.518069
14,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:16.240019
15,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:22.586122
16,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:25.020147
17,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:28.523362
18,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:35.155744
19,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:38.057065
20,proposed,obj_cereal_box,1.7583,2.0516,0.07,0.24,1.6883,1.8116,SKIP,SKIP,True,2026-07-13T10:13:41.128241
1,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:13:49.568491
2,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:13:52.413274
3,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:13:55.897466
4,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:13:59.270153
5,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:02.405065
6,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:06.124537
7,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:09.071500
8,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:12.764874
9,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:18.597046
10,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:24.401209
11,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:29.408174
12,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:32.094261
13,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:37.957904
14,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:40.465755
15,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:44.323805
16,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:47.619064
17,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:14:54.114770
18,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:15:06.309655
19,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:15:09.095258
20,proposed,obj_banana,0.4527,1.7417,0.04,0.18,0.4127,1.5617,SKIP,SKIP,True,2026-07-13T10:15:15.835527
1,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:22.403769
2,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:25.998967
3,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:29.070719
4,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:34.826180
5,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:38.451968
6,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:41.957192
7,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:44.677497
8,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:48.130391
9,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:50.863321
10,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:54.127859
11,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:56.712125
12,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:15:59.767099
13,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:02.590729
14,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:06.101292
15,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:15.028258
16,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:17.530239
17,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:20.779898
18,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:29.202042
19,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:31.873692
20,proposed,obj_bowl,0.7058,0.7436,0.1,0.1,0.6058,0.6436,SKIP,SKIP,True,2026-07-13T10:16:34.933465
1,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:16:47.775053
2,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:16:50.579858
3,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:16:54.348797
4,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:16:56.804294
5,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:03.366907
6,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:07.131441
7,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:09.679463
8,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:12.584486
9,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:18.970440
10,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:25.245429
11,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:31.791569
12,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:34.948128
13,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:42.340157
14,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:44.761075
15,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:48.090861
16,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:54.519610
17,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:17:57.847015
18,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:18:06.289012
19,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:18:09.042725
20,proposed,obj_apple,0.5271,0.9464,0.07,0.07,0.4571,0.8764,SKIP,GRASP,False,2026-07-13T10:18:12.366085
1,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:21.628131
2,proposed,obj_tomato,0.427,0.5056,0.06,0.06,0.367,0.4456,SKIP,GRASP,False,2026-07-13T10:18:24.525916
3,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:31.231613
4,proposed,obj_tomato,0.427,0.5056,0.06,0.06,0.367,0.4456,SKIP,GRASP,False,2026-07-13T10:18:37.491642
5,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:40.231595
6,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:42.843289
7,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:45.777693
8,proposed,obj_tomato,0.427,0.5056,0.06,0.06,0.367,0.4456,SKIP,GRASP,False,2026-07-13T10:18:48.462783
9,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:51.713377
10,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:18:54.747892
11,proposed,obj_tomato,0.427,0.5056,0.06,0.06,0.367,0.4456,SKIP,GRASP,False,2026-07-13T10:18:59.693357
12,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:02.473873
13,proposed,obj_tomato,0.427,0.5056,0.06,0.06,0.367,0.4456,SKIP,GRASP,False,2026-07-13T10:19:08.553148
14,proposed,obj_tomato,0.427,0.5056,0.06,0.06,0.367,0.4456,SKIP,GRASP,False,2026-07-13T10:19:11.066073
15,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:13.738051
16,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:18.968668
17,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:21.806541
18,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:29.011776
19,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:35.513919
20,proposed,obj_tomato,0.427,0.5057,0.06,0.06,0.367,0.4457,SKIP,GRASP,False,2026-07-13T10:19:38.132705
1,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:19:45.159181
2,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:19:47.788024
3,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:19:54.304022
4,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:19:57.809379
5,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:00.995656
6,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:03.868757
7,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:07.598951
8,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:13.117036
9,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:16.851934
10,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:24.112154
11,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:31.173239
12,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:37.635238
13,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:43.180689
14,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:47.012281
15,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:49.737087
16,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:55.715093
17,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:20:59.364690
18,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:21:01.818373
19,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:21:05.347769
20,proposed,obj_plate,1.1093,1.1168,0.18,0.015,0.9293,1.1018,SKIP,SKIP,True,2026-07-13T10:21:08.163632
1,proposed,obj_spoon,0.1615,0.9311,0.02,0.01,0.1415,0.9211,SKIP,GRASP,False,2026-07-13T10:21:14.990343
2,proposed,obj_spoon,0.1615,0.9311,0.02,0.01,0.1415,0.9211,SKIP,GRASP,False,2026-07-13T10:21:21.391171
