trial,condition,object_name,estimated_width_m,estimated_height_m,gt_width_m,gt_height_m,width_error_m,height_error_m,decision,gt_decision,correct,timestamp
1,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:24:46.341528
2,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:24:49.862763
3,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:24:52.410126
4,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:24:54.769856
5,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:24:59.827194
6,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:03.492667
7,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:11.989388
8,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:15.039918
9,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:21.760457
10,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:30.900213
11,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:33.193222
12,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:42.441021
13,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:45.498283
14,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:47.876914
15,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:50.408336
16,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:25:53.872849
17,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:26:00.087978
18,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:26:06.660267
19,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:26:09.699868
20,proposed,obj_bottle,0.3657,0.8559,0.06,0.2,0.3057,0.6559,SKIP,SKIP,True,2026-07-10T15:26:12.597344
1,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:21.557948
2,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:25.024465
3,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:28.201530
4,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:33.793413
5,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:36.061248
6,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:41.154835
7,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:43.371195
8,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:49.505600
9,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:52.458487
10,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:26:55.346651
11,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:01.309954
12,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:03.869126
13,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:08.755223
14,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:12.034939
15,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:14.857360
16,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:20.532261
17,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:23.115300
18,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:25.336494
19,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:28.795536
20,proposed,obj_mug,0.4897,0.6294,0.07,0.1,0.4197,0.5294,SKIP,GRASP,False,2026-07-10T15:27:31.925416
1,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:37.126413
2,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:40.271405
3,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:42.692199
4,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:47.443106
5,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:50.852612
6,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:53.795332
7,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:27:57.029197
8,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:28:00.160797
9,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:28:10.699324
10,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:28:19.414839
11,proposed,obj_bowl,0.5083,0.5444,0.1,0.1,0.4083,0.4444,SKIP,SKIP,True,2026-07-10T15:28:24.413679
